site,habitat,order_num,order,abu,rep,date,notes,Site Code,Sample  weight (g),Replication (Rep out of 3),Date,Priority
UP30a,Upland,13,UnID = 13,6,1,6/13/2023,,,,,,Medium
UP31a,upland,1,hymenoptera = 1,,1,5/30/2023,Not listed,,,,,High
UP31a,upland,2,orthoptera = 2,,,5/30/2023,Not listed,,,,,High
UP31a,upland,3,coleoptera = 3,,,5/30/2023,Not listed,,,,,High
UP31a,upland,4,areinada = 4,,,5/30/2023,Not listed,,,,,High
UP31a,upland,5,lepidoptera = 5,,,5/30/2023,Not listed,,,,,High
UP31a,upland,6,dipteran,,,5/30/2023,Not listed,,,,,High
UP31a,upland,7,odonata = 7,,,5/30/2023,Not listed,,,,,High
UP31a,upland,8,mantodea = 8,,,5/30/2023,Not listed,,,,,High
UP31a,upland,9,phasmotodea = 9,,,5/30/2023,Not listed,,,,,High
UP31a,upland,10,hemiptera = 10,,,5/30/2023,Not listed,,,,,High
UP31a,upland,11,Archeria = 11,,,5/30/2023,Not listed,,,,,High
UP31a,upland,12,Oppliones = 12,,,5/30/2023,Not listed,,,,,High
UP31a,upland,13,UnID = 13,,,5/30/2023,Not listed,,,,,High
UP31a,upland,1,hymenoptera = 1,1,2,6/14/2023,,,,,,Medium
UP31a,upland,2,orthoptera = 2,1,2,6/14/2023,,,,,,Medium
UP31a,upland,3,coleoptera = 3,4,2,6/14/2023,,,,,,Medium
UP31a,upland,4,areinada = 4,4,2,6/14/2023,,,,,,Medium
UP31a,upland,5,lepidoptera = 5,1,2,6/14/2023,,,,,,Medium
UP31a,upland,6,dipteran = 6,3,2,6/14/2023,,,,,,Medium
UP31a,upland,7,odonata = 7,,2,6/14/2023,,,,,,Medium
UP31a,upland,8,mantodea = 8,,2,6/14/2023,,,,,,Medium
UP31a,upland,9,phasmotodea = 9,,2,6/14/2023,,,,,,Medium
UP31a,upland,10,hemiptera = 10,1,2,6/14/2023,,,,,,Medium
UP31a,upland,11,Archeria = 11,,2,6/14/2023,,,,,,Medium
UP31a,upland,12,Oppliones = 12,1,2,6/14/2023,,,,,,Medium
UP31a,upland,13,UnID = 13,2,2,6/14/2023,,,,,,Medium
UP31a,upland,1,hymenoptera = 1,2,3,6/26/2023,,UP31a,0.44,3,,
UP31a,upland,2,orthoptera = 2,10,3,6/26/2023,,,,,,
UP31a,upland,3,coleoptera = 3,5,3,6/26/2023,,,,,,
UP31a,upland,4,areinada = 4,10,3,6/26/2023,,,,,,
UP31a,upland,5,lepidoptera = 5,1,3,6/26/2023,,,,,,
UP31a,upland,6,dipteran = 6,7,3,6/26/2023,,,,,,
UP31a,upland,7,odonata = 7,,3,6/26/2023,,,,,,
UP31a,upland,8,mantodea = 8,,3,6/26/2023,,,,,,
UP31a,upland,9,phasmotodea = 9,,3,6/26/2023,,,,,,
UP31a,upland,10,hemiptera = 10,1,3,6/26/2023,,,,,,
UP31a,upland,11,Archeria = 11,,3,6/26/2023,,,,,,
UP31a,upland,12,Oppliones = 12,1,3,6/26/2023,,,,,,
UP31a,upland,13,UnID = 13,10,3,6/26/2023,,,,,,
UP33a,upland,1,hymenoptera = 1,4,2,6/14/2023,"believed to be rep 2, not weighed",,,,,Medium
UP33a,upland,2,orthoptera = 2,5,2,6/14/2023,,,,,,Medium
UP33a,upland,3,coleoptera = 3,6,2,6/14/2023,,,,,,Medium
UP33a,upland,4,areinada = 4,11,2,6/14/2023,,,,,,Medium
UP33a,upland,5,lepidoptera = 5,,2,6/14/2023,,,,,,Medium
UP33a,upland,6,dipteran,,2,6/14/2023,,,,,,Medium
UP33a,upland,7,odonata = 7,1,2,6/14/2023,,,,,,Medium
UP33a,upland,8,mantodea = 8,,2,6/14/2023,,,,,,Medium
UP33a,upland,9,phasmotodea = 9,,2,6/14/2023,,,,,,Medium
UP33a,upland,10,hemiptera = 10,1,2,6/14/2023,,,,,,Medium
UP33a,upland,11,Archeria = 11,,2,6/14/2023,,,,,,Medium
UP33a,upland,12,Oppliones = 12,3,2,6/14/2023,,,,,,Medium
UP33a,upland,13,UnID = 13,3,2,6/14/2023,,,,,,Medium
UP34r,upland,1,hymenoptera = 1,2,1,6/13/2023,,UP34r,1.05,1,,Medium
UP34r,upland,2,orthoptera = 2,3,1,6/13/2023,,,,,,Medium
UP34r,upland,3,coleoptera = 3,24,1,6/13/2023,,,,,,Medium
UP34r,upland,4,areinada = 4,16,1,6/13/2023,,,,,,Medium
UP34r,upland,5,lepidoptera = 5,5,1,6/13/2023,,,,,,Medium
UP34r,upland,6,dipteran,1,1,6/13/2023,,,,,,Medium
UP34r,upland,7,odonata = 7,,1,6/13/2023,,,,,,Medium
UP34r,upland,8,mantodea = 8,,1,6/13/2023,,,,,,Medium
UP34r,upland,9,phasmotodea = 9,,1,6/13/2023,,,,,,Medium
UP34r,upland,10,hemiptera = 10,7,1,6/13/2023,,,,,,Medium
UP34r,upland,11,Archeria = 11,1,1,6/13/2023,,,,,,Medium
UP34r,upland,12,Oppliones = 12,,1,6/13/2023,,,,,,Medium
UP34r,upland,13,UnID = 13,5,1,6/13/2023,,,,,,Medium
UP43a,upland,1,hymenoptera = 1,,1,,,,,,,Medium
up43a,upland,2,orthoptera = 2,1,1,,,,,,,Medium
up43a,upland,3,coleoptera = 3,1,1,,,,,,,Medium
up43a,upland,4,areinada = 4,3,1,,,,,,,Medium
up43a,upland,5,lepidoptera = 5,6,1,,,,,,,Medium
up43a,upland,6,dipteran,,1,,,,,,,Medium
up43a,upland,7,odonata = 7,25,1,,,,,,,Medium
up43a,upland,8,mantodea = 8,,1,,,,,,,Medium
up43a,upland,9,phasmotodea = 9,1,1,,,,,,,Medium
up43a,upland,10,hemiptera = 10,,1,,,,,,,Medium
up43a,upland,11,Archeria = 11,,1,,,,,,,Medium
up43a,upland,12,Oppliones = 12,,1,,,,,,,Medium
up43a,upland,13,UnID = 13,2,1,,,,,,,Medium
UP45a,upland,1,hymenoptera = 1,4,1,6/14/2023,,UP45a,0.29,1,,low
UP45a,upland,2,orthoptera = 2,3,1,6/14/2023,,,,,,
UP45a,upland,3,coleoptera = 3,6,1,6/14/2023,,,,,,
UP45a,upland,4,areinada = 4,5,1,6/14/2023,,,,,,
UP45a,upland,5,lepidoptera = 5,1,1,6/14/2023,,,,,,
UP45a,upland,6,dipteran,17,1,6/14/2023,,,,,,
UP45a,upland,7,odonata = 7,,1,6/14/2023,,,,,,
UP45a,upland,8,mantodea = 8,,1,6/14/2023,,,,,,
UP45a,upland,9,phasmotodea = 9,,1,6/14/2023,,,,,,
UP45a,upland,10,hemiptera = 10,8,1,6/14/2023,,,,,,
UP45a,upland,11,Archeria = 11,1,1,6/14/2023,,,,,,
UP45a,upland,12,Oppliones = 12,,1,6/14/2023,,,,,,
UP45a,upland,13,UnID = 13,5,1,6/14/2023,,,,,,
UP45a,upland,1,hymenoptera = 1,1,2,7/4/2023,,,,,,High
UP45a,upland,2,orthoptera = 2,4,2,7/4/2023,,,,,,High
UP45a,upland,3,coleoptera = 3,20,2,7/4/2023,,,,,,High
UP45a,upland,4,areinada = 4,8,2,7/4/2023,,,,,,High
UP45a,upland,5,lepidoptera = 5,,2,7/4/2023,,,,,,High
UP45a,upland,6,dipteran,3,2,7/4/2023,,,,,,High
UP45a,upland,7,odonata = 7,,2,7/4/2023,,,,,,High
UP45a,upland,8,mantodea = 8,1,2,7/4/2023,,,,,,High
UP45a,upland,9,phasmotodea = 9,,2,7/4/2023,,,,,,High
UP45a,upland,10,hemiptera = 10,14,2,7/4/2023,,,,,,High
UP45a,upland,11,Archeria = 11,1,2,7/4/2023,,,,,,High
UP45a,upland,12,Oppliones = 12,,2,7/4/2023,,,,,,High
UP45a,upland,13,UnID = 13,,2,7/4/2023,,,,,,High
up46a,upland,1,hymenoptera = 1,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,2,orthoptera = 2,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,3,coleoptera = 3,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,4,areinada = 4,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,5,lepidoptera = 5,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,6,dipteran,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,7,odonata = 7,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,8,mantodea = 8,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,9,phasmotodea = 9,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,10,hemiptera = 10,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,11,Archeria = 11,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,12,Oppliones = 12,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,13,UnID = 13,,1,6/1/2023,Not listed,,,,,High
UP46a,upland,1,hymenoptera = 1,1,2,6/14/2023,,UP46a,0.32,2,,
UP46a,upland,2,orthoptera = 2,2,2,6/14/2023,,,,,,
UP46a,upland,3,coleoptera = 3,16,2,6/14/2023,,,,,,
UP46a,upland,4,areinada = 4,11,2,6/14/2023,,,,,,
UP46a,upland,5,lepidoptera = 5,,2,6/14/2023,,,,,,
UP46a,upland,6,dipteran,10,2,6/14/2023,,,,,,
UP46a,upland,7,odonata = 7,,2,6/14/2023,,,,,,
UP46a,upland,8,mantodea = 8,,2,6/14/2023,,,,,,
UP46a,upland,9,phasmotodea = 9,,2,6/14/2023,,,,,,
UP46a,upland,10,hemiptera = 10,9,2,6/14/2023,,,,,,
UP46a,upland,11,Archeria = 11,,2,6/14/2023,,,,,,
UP46a,upland,12,Oppliones = 12,,2,6/14/2023,,,,,,
UP46a,upland,13,UnID = 13,3,2,6/14/2023,,,,,,
UP48a,upland,1,hymenoptera = 1,,1,5/31/2023,,,,,,low
up48a,upland,2,orthoptera = 2,,1,5/31/2023,,,,,,low
up48a,upland,3,coleoptera = 3,,1,5/31/2023,,,,,,low
up48a,upland,4,areinada = 4,,1,5/31/2023,,,,,,low
up48a,upland,5,lepidoptera = 5,,1,5/31/2023,,,,,,low
up48a,upland,6,dipteran,,1,5/31/2023,,,,,,low
up48a,upland,7,odonata = 7,,1,5/31/2023,,,,,,low
up48a,upland,8,mantodea = 8,,1,5/31/2023,,,,,,low
up48a,upland,9,phasmotodea = 9,,1,5/31/2023,,,,,,low
up48a,upland,10,hemiptera = 10,,1,5/31/2023,,,,,,low
up48a,upland,11,Archeria = 11,,1,5/31/2023,,,,,,low
up48a,upland,12,Oppliones = 12,,1,5/31/2023,,,,,,low
up48a,upland,13,UnID = 13,,1,5/31/2023,,,,,,low
up48a,upland,1,hymenoptera = 1,20,2,6/16/2023,,,,,,low
up48a,upland,2,orthoptera = 2,4,2,6/16/2023,,,,,,low
up48a,upland,3,coleoptera = 3,9,2,6/16/2023,,,,,,low
up48a,upland,4,areinada = 4,18,2,6/16/2023,,,,,,low
up48a,upland,5,lepidoptera = 5,1,2,6/16/2023,,,,,,low
up48a,upland,6,dipteran,37,2,6/16/2023,,,,,,low
up48a,upland,7,odonata = 7,2,2,6/16/2023,,,,,,low
up48a,upland,8,mantodea = 8,,2,6/16/2023,,,,,,low
up48a,upland,9,phasmotodea = 9,,2,6/16/2023,,,,,,low
up48a,upland,10,hemiptera = 10,6,2,6/16/2023,,,,,,low
up48a,upland,11,Archeria = 11,1,2,6/16/2023,,,,,,low
up48a,upland,12,Oppliones = 12,,2,6/16/2023,,,,,,low
up48a,upland,13,UnID = 13,19,2,6/16/2023,,,,,,low
up50a,upland,1,hymenoptera = 1,,1,5/31/2023,,,,,,High
UP50a,upland,2,orthoptera = 2,,1,5/31/2023,,,,,,High
UP50a,upland,3,coleoptera = 3,,1,5/31/2023,,,,,,High
UP50a,upland,4,areinada = 4,,1,5/31/2023,,,,,,High
UP50a,upland,5,lepidoptera = 5,,1,5/31/2023,,,,,,High
UP50a,upland,6,dipteran,,1,5/31/2023,,,,,,High
UP50a,upland,7,odonata = 7,,1,5/31/2023,,,,,,High
UP50a,upland,8,mantodea = 8,,1,5/31/2023,,,,,,High
UP50a,upland,9,phasmotodea = 9,,1,5/31/2023,,,,,,High
UP50a,upland,10,hemiptera = 10,,1,5/31/2023,,,,,,High
UP50a,upland,11,Archeria = 11,,1,5/31/2023,,,,,,High
UP50a,upland,12,Oppliones = 12,,1,5/31/2023,,,,,,High
UP50a,upland,13,UnID = 13,,1,5/31/2023,,,,,,High
UP50a,,,,,,,,,,,,
